file,match_id,round_number,p1_profile_id,p1_profile_name,p1_character,p2_profile_id,p2_profile_name,p2_character,winner_profile_id,winner_profile_name,p1_score,p2_score,p1_elo_before,p2_elo_before,p1_elo_after,p2_elo_after,p1_char_elo_after,p2_char_elo_after,damage_p1,damage_p2,final_hp_p1,final_hp_p2,max_hp,hp_margin
match_2026-03-12_16-54-20_7597a09bcc3b.json,7597a09bcc3b,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Visvia,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Lithra,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,0.19999999999999996,0.8,1454.8801594372565,1545.1198405627435,1449.34485722822,1550.65514277178,1488.4308738300322,1542.541727665493,80.0,114.0,0.0,20.0,100.0,0.2
match_2026-03-12_16-55-03_44c524701a70.json,44c524701a70,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Rager,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Chiback,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,0.77,0.22999999999999998,1449.34485722822,1550.65514277178,1462.5224840362753,1537.4775159637247,1523.9080171201665,1504.54153022354,100.0,92.0,8.0,0.0,100.0,0.08
match_2026-03-12_16-55-48_37b7d80d6de1.json,37b7d80d6de1,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Lazy Bigus,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Lupen,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,0.7825,0.21750000000000003,1462.5224840362753,1537.4775159637247,1474.9617170654406,1525.0382829345594,1489.0068531345894,1475.953255386386,90.0,87.0,13.0,0.0,100.0,0.13
match_2026-03-12_16-57-01_e1c24831b1c6.json,e1c24831b1c6,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Skipler,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Lupen,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,0.12250000000000005,0.8775,1474.9617170654406,1525.0382829345594,1465.171990673671,1534.828009326329,1505.752930461268,1490.043790720379,54.0,110.0,0.0,51.0,100.0,0.51
match_2026-03-12_16-57-58_368e8e42dc8c.json,368e8e42dc8c,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Lazy Bigus,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Skipler,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,0.235,0.765,1465.171990673671,1534.828009326329,1459.8574702676162,1540.1425297323838,1481.5438283272233,1518.583024807366,90.0,111.0,0.0,6.0,100.0,0.06
match_2026-03-12_16-59-09_098b9c5eac3b.json,098b9c5eac3b,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Lupen,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Skipler,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,0.0675,0.9325,1459.8574702676162,1540.1425297323838,1449.6503015478036,1550.3496984521964,1462.897090517609,1530.4140913854526,27.0,108.0,0.0,73.0,100.0,0.73
match_2026-03-12_16-59-59_01a19c08eea7.json,01a19c08eea7,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Chiback,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Lithra,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,0.865,0.135,1449.6503015478036,1550.3496984521964,1465.8420457060006,1534.1579542939994,1505.6600358935323,1528.534837873933,100.0,54.0,46.0,0.0,100.0,0.46
match_2026-03-12_17-00-47_301cb29d6bb0.json,301cb29d6bb0,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Vander,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Steelager,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,0.765,0.235,1465.8420457060006,1534.1579542939994,1477.4281815605661,1522.5718184394339,1488.1306736858355,1535.1385660932951,63.0,125.0,6.0,0.0,100.0,0.06
match_2026-03-12_17-02-20_90b1a71cdd3d.json,90b1a71cdd3d,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Rager,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Lazy Bigus,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,0.7725,0.22750000000000004,1477.4281815605661,1522.5718184394339,1488.2155018880292,1511.7844981119708,1531.5817337254978,1493.4820771385214,101.0,79.0,9.0,0.0,100.0,0.09
match_2026-03-12_17-03-10_eb942666a3be.json,eb942666a3be,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Lazy Bigus,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Rager,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,0.7775,0.22250000000000003,1488.2155018880292,1511.7844981119708,1498.1792323923653,1501.8207676076347,1490.7415421249198,1479.2460889810475,0.0,89.0,11.0,0.0,100.0,0.11
match_2026-03-12_17-03-44_0bda3a5cd800.json,0bda3a5cd800,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Rager,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Fin,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,0.18999999999999995,0.81,1498.1792323923653,1501.8207676076347,1488.4269251458184,1511.5730748541816,1520.893182378299,1525.568551347199,76.0,104.0,0.0,24.0,100.0,0.24
match_2026-03-12_17-04-21_6688e3984718.json,6688e3984718,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Vander,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Steelager,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,0.7625,0.23750000000000004,1488.4269251458184,1511.5730748541816,1497.8912705969974,1502.1087294030026,1498.6823535915908,1524.58688618754,98.0,121.0,5.0,0.0,100.0,0.05
match_2026-03-12_17-05-40_6cceb7a37bc7.json,6cceb7a37bc7,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Chiback,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Skipler,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,0.07750000000000001,0.9225,1497.8912705969974,1502.1087294030026,1484.5654822135393,1515.4345177864607,1493.2780772624287,1542.7960500165561,31.0,102.0,0.0,69.0,100.0,0.69
match_2026-03-12_17-06-14_894d3ab03eef.json,894d3ab03eef,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Skipler,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Lupen,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,0.8725,0.12749999999999995,1484.5654822135393,1515.4345177864607,1497.9033249779823,1502.0966750220177,1516.9499904228921,1478.846730758755,107.0,51.0,49.0,0.0,100.0,0.49
match_2026-03-12_17-07-22_2904a5f15da5.json,2904a5f15da5,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Vander,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Visvia,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,0.17999999999999994,0.8200000000000001,1497.9033249779823,1502.0966750220177,1487.8564265076527,1512.1435734923473,1488.901993783228,1518.4464203668397,38.0,119.0,0.0,28.0,100.0,0.28
match_2026-03-12_17-08-08_88315a652499.json,88315a652499,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Steelager,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Chiback,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,0.8275,0.1725,1487.8564265076527,1512.1435734923473,1499.453072694112,1500.546927305888,1508.2944235726986,1493.7368269626897,100.0,69.0,31.0,0.0,100.0,0.31
match_2026-03-12_17-08-44_9d5f41c7387a.json,9d5f41c7387a,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Lupen,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Vander,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,0.7675,0.23250000000000004,1499.453072694112,1500.546927305888,1508.0634463941335,1491.9365536058665,1473.159276829012,1489.737813688597,166.0,96.0,7.0,0.0,100.0,0.07
match_2026-03-12_17-10-26_01a1cce1d8a5.json,01a1cce1d8a5,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Lithra,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Skipler,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,0.22999999999999998,0.77,1508.0634463941335,1491.9365536058665,1498.6813084454534,1501.3186915545466,1493.3209235451118,1549.4751264714444,92.0,100.0,0.0,8.0,100.0,0.08
